,Company_Brand,Sector,Stage,Amount($),City,HeadQuarter,What_it_does,Year,Founded,Founders,Investor
131,Wakefit,Retail,Venture - Series Unknown,9521850.0,Bangalore,"Bangalore, Karnataka, India",Wakefitkart is a mattress manufacturing company. We manufacture the best quality mattresses at affordable prices.,2018,2016.0,"Aditi Murarka Agrawal, Anurag Agrawal",Undisclosed
132,Hero Electric,Energy,Venture - Series Unknown,23438400.0,New Delhi,"New Delhi, Delhi, India","Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",2018,2016.0,Mumbai Angels Network,Undisclosed
133,Pentation Analytics,Energy,Seed,3000000.0,Mumbai,"Mumbai, Maharashtra, India",Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,2018,2016.0,Mumbai Angels Network,Undisclosed
134,PerkFinance,Finance,Seed,900000.0,Bangalore,"Bangalore, Karnataka, India",PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
135,Roposo,Energy,Series C,10000000.0,Gurgaon,"Gurgaon, Haryana, India",Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,2018,2016.0,Mumbai Angels Network,Undisclosed
136,Plum Goodness,Energy,Series A,3000000.0,Thane,"Thane, Maharashtra, India",Plum Haircare Is Silicone-Free & Sulphate-Free. Designed For Damaged & Dandruff-Free Hair,2018,2016.0,Mumbai Angels Network,Undisclosed
137,Drstore,Healthcare,Seed,3000000.0,Mumbai,"Mumbai, Maharashtra, India",Drstore is a exclusive e- commerce platform.,2018,2016.0,Ashish Rawat,Undisclosed
138,Wow Venue,Energy,Venture - Series Unknown,1500000.0,Mumbai,"Mumbai, Maharashtra, India",Wow Venue is an online platform.,2018,2016.0,Mumbai Angels Network,Undisclosed
139,Chizel,Energy,Seed,3000000.0,Pune,"Pune, Maharashtra, India",Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3D Printing and CNC Machining,2018,2016.0,Mumbai Angels Network,Undisclosed
140,OTO Capital,Energy,Seed,732450.0,Mumbai,"Mumbai, Maharashtra, India",OTO Capital is a platform that allows you to own a car faster than ever.,2018,2016.0,Mumbai Angels Network,Undisclosed
141,Boodmo,Retail,Seed,1025430.0,Gurgaon,"Gurgaon, Haryana, India",boodmo.com - large online marketplace for auto parts in India.,2018,2016.0,"Aditi Murarka Agrawal, Anurag Agrawal",Undisclosed
142,Khabri,Energy,Seed,3000000.0,Haryana,"Haryana, Haryana, India",Khabri is a digital audio platform for content in vernacular.,2018,2016.0,Mumbai Angels Network,Undisclosed
143,MyNewCar.in,Education,Venture - Series Unknown,1000000.0,Gurgaon,"Gurgaon, Haryana, India",MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
144,HalaPlay Technologies,Energy,Series A,5000000.0,Bangalore,"Bangalore, Karnataka, India",A daily fantasy sports platform.,2018,2016.0,Mumbai Angels Network,Undisclosed
145,PlanetSpark,Education,Seed,234384.0,Gurgaon,"Gurgaon, Haryana, India",PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
146,WheelsEMI,Energy,Series B,14000000.0,Pune,"Pune, Maharashtra, India","WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",2018,2016.0,Mumbai Angels Network,Undisclosed
147,Forum for Innovation Incubation Research and Entrepreneurship,Energy,Grant,1501522.5,Margão,"Margão, Goa, India","FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",2018,2016.0,Mumbai Angels Network,Undisclosed
148,OYO,Healthcare,Series E,100000000.0,Gurgaon,"Gurgaon, Haryana, India",OYO is an Indian hospitality startup that operates a network of budget hotels.,2018,2016.0,Ashish Rawat,Undisclosed
149,Quikr,Energy,Debt Financing,8056950.0,Bangalore,"Bangalore, Karnataka, India","Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",2018,2016.0,Mumbai Angels Network,Undisclosed
150,Tabono,Energy,Seed,3000000.0,Gurgaon,"Gurgaon, Haryana, India",Tabono is a one stop environment for all your fitness solution.,2018,2016.0,Mumbai Angels Network,Undisclosed
151,LearnApp,Finance,Seed,292980.0,Noida,"Noida, Uttar Pradesh, India","Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
152,Shopkirana,Education,Venture - Series Unknown,2000000.0,Indore,"Indore, Madhya Pradesh, India",Shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
153,Fric Bergen,Energy,Venture - Series Unknown,3000000.0,Alwar,"Alwar, Rajasthan, India",Fric Bergen is a leader in the specialty food industry.,2018,2016.0,Mumbai Angels Network,Undisclosed
154,Articbot,Energy,Grant,17578.8,Kannur,"Kannur, Kerala, India",Articbot is a conversational AI platform for automated customer support and lead generation,2018,2016.0,Mumbai Angels Network,Undisclosed
155,BuildSupply,Energy,Series A,3662250.0,Gurgaon,"Gurgaon, Haryana, India",India’s most advanced ERP system for the real estate,2018,2016.0,Mumbai Angels Network,Undisclosed
156,Fusion Microfinance,Finance,Series E,76174800.0,New Delhi,"New Delhi, Delhi, India",Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
157,Any time Doctor,Energy,Angel,3000000.0,Chennai,"Chennai, Tamil Nadu, India",Anytime Doctor is a Software company.,2018,2016.0,Mumbai Angels Network,Undisclosed
158,Go Payments,Energy,Corporate Round,3000000.0,Mumbai,"Mumbai, Maharashtra, India",Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,2018,2016.0,Mumbai Angels Network,Undisclosed
159,Guiddoo World,Energy,Seed,800000.0,Mumbai,"Mumbai, Maharashtra, India",We build In-Destination Experiences!,2018,2016.0,Mumbai Angels Network,Undisclosed
160,ION Energy,Energy,Venture - Series Unknown,1041000.0,Mumbai,"Mumbai, Maharashtra, India",A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,2018,2016.0,Mumbai Angels Network,Undisclosed
161,UnoTag,Energy,Pre-Seed,100000.0,Bangalore,"Bangalore, Karnataka, India",SaaS to verify counterfeit,2018,2016.0,Mumbai Angels Network,Undisclosed
162,CivilCops,Energy,Pre-Seed,100000.0,Gurgaon,"Gurgaon, Haryana, India",Gov-Tech,2018,2016.0,Mumbai Angels Network,Undisclosed
163,Rockmetric,Energy,Grant,3000000.0,Mumbai,"Mumbai, Maharashtra, India","Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",2018,2016.0,Mumbai Angels Network,Undisclosed
164,Classworks India,Education,Undisclosed,1464.9,Chennai,"Chennai, Tamil Nadu, India","Saas, Web App, Mobile App, School Education",2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
165,Snapmint,Finance,Seed,3000000.0,Mumbai,"Mumbai, Maharashtra, India","Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
166,artbandhu,Energy,Pre-Seed,15000.0,Bangalore,"Bangalore, Karnataka, India",Ai platform for Art and Creative Community,2018,2016.0,Mumbai Angels Network,Undisclosed
167,Survaider,Energy,Seed,500000.0,Bengaluru,"Bengaluru, Karnataka, India",Stethoscope for customer feedback !,2018,2016.0,Mumbai Angels Network,Undisclosed
168,Credy,Finance,Seed,1400000.0,Bengaluru,"Bengaluru, Karnataka, India",Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
169,iChamp,Energy,Seed,5000000.0,Gurgaon,"Gurgaon, Haryana, India",iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,2018,2016.0,Mumbai Angels Network,Undisclosed
170,Qandle,Energy,Seed,1200000.0,Gurgaon,"Gurgaon, Haryana, India",A cloud-based HR management and employee engagement platform.,2018,2016.0,Mumbai Angels Network,Undisclosed
171,Avishkaar Box,Education,Seed,732450.0,Delhi,"Delhi, Delhi, India","Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
172,Gegadyne Energy,Energy,Angel,3000000.0,Mumbai,"Mumbai, Maharashtra, India",A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,2018,2016.0,Mumbai Angels Network,Undisclosed
173,HyperXchange,Education,Series A,1000000.0,Pune,"Pune, Maharashtra, India",hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
174,Deftouch,Energy,Seed,3000000.0,Bangalore,"Bangalore, Karnataka, India",Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,2018,2016.0,Mumbai Angels Network,Undisclosed
175,Doodhwala,Energy,Seed,2200000.0,Bengaluru,"Bengaluru, Karnataka, India",Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,2018,2016.0,Mumbai Angels Network,Undisclosed
176,DronaHQ,Energy,Angel,500000.0,Mumbai,"Mumbai, Maharashtra, India",DronaHQ is an enterprise mobile engagement platform.,2018,2016.0,Mumbai Angels Network,Undisclosed
177,FastFox,Energy,Series A,1464900.0,Gurgaon,"Gurgaon, Haryana, India",FastFox: Market Network for Home Rentals (India),2018,2016.0,Mumbai Angels Network,Undisclosed
178,BuyForexOnline,Energy,Unknown,2000000.0,Bangalore,"Bangalore, Karnataka, India",BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange. ,2018,2016.0,Mumbai Angels Network,Undisclosed
179,Colive.in,Energy,Seed,1800000.0,Bangalore,"Bangalore, Karnataka, India",A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,2018,2016.0,Mumbai Angels Network,Undisclosed
180,Agricxlab Private Limited,Agriculture,Seed,500000.0,Thane,"Thane, Maharashtra, India",Online marketplace where farmers and traders can sell their produce to B2B buyers,2018,2016.0,Abhay Rangan,Undisclosed
181,Corefactors,Energy,Seed,3000000.0,Bangalore,"Bangalore, Karnataka, India","Corefactors is a leading campaign management, business communication and analytics company.",2018,2016.0,Mumbai Angels Network,Undisclosed
182,Fincash.com,Energy,Seed,150000.0,Mumbai,"Mumbai, Maharashtra, India",A startup in the personal finance space in India .,2018,2016.0,Mumbai Angels Network,Undisclosed
183,Pandorum Technologies,Energy,Series A,3600000.0,Bengaluru,"Bengaluru, Karnataka, India",Bengaluru based biotech startup.,2018,2016.0,Mumbai Angels Network,Undisclosed
184,Shirsa Labs,Education,Seed,500000.0,Mumbai,"Mumbai, Maharashtra, India",Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
185,PetSutra,Energy,Seed,139165.5,Gurgaon,"Gurgaon, Haryana, India",Gurugram-based Online petcare platform.,2018,2016.0,Mumbai Angels Network,Undisclosed
186,Awaaz De,Energy,Angel,3000000.0,Ahmedabad,"Ahmedabad, Gujarat, India",Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,2018,2016.0,Mumbai Angels Network,Undisclosed
187,PinkBlue,Healthcare,Seed,300000.0,Bangalore,"Bangalore, Karnataka, India",PinkBlue.in - Super-efficient supply-chain for clinical supplies,2018,2016.0,Ashish Rawat,Undisclosed
188,Eduvanz,Finance,Angel,500000.0,Mumbai,"Mumbai, Maharashtra, India","Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
189,Rupeek,Finance,Series A,6830000.0,Bangalore,"Bangalore, Karnataka, India",Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
190,Backpacker Panda Holidays Private Limited,Energy,Series A,1400000.0,Pune,"Pune, Maharashtra, India",Backpacker Panda is creating an ecosystem for youth accommodation and travel.,2018,2016.0,Mumbai Angels Network,Undisclosed
191,Shape (School Health and Physical Education),Education,Seed,200000.0,Pune,"Pune, Maharashtra, India",Physical education start up,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
192,Placio,Healthcare,Seed,2000000.0,Noida,"Noida, Uttar Pradesh, India",Placio is a student housing and a complete broker-free platform.,2018,2016.0,Ashish Rawat,Undisclosed
193,Aviom India Housing Finance,Finance,Series A,2197350.0,New Delhi,"New Delhi, Delhi, India",Delhi based housing finance company.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
194,GenRobotic,Energy,Seed,3000000.0,Trivandrum,"Trivandrum, Kerala, India",A Robotic Company.,2018,2016.0,Mumbai Angels Network,Undisclosed
195,HeyHolidays,Energy,Seed,1000000.0,Bangalore,"Bangalore, Karnataka, India","HeyHolidays, a global player in online vacation rentals.",2018,2016.0,Mumbai Angels Network,Undisclosed
196,Pratilipi,Energy,Series A,4300000.0,Bengaluru,"Bengaluru, Karnataka, India",Amazon's Kindle Direct Publishing for Indian Languages,2018,2016.0,Mumbai Angels Network,Undisclosed
197,SectorQube,Energy,Seed,3000000.0,Ernakulam,"Ernakulam, Kerala, India",SectorQube develops smart kitchen devices that make food automatically.,2018,2016.0,Mumbai Angels Network,Undisclosed
198,Food Memories,Energy,Seed,3000000.0,Ahmedabad,"Ahmedabad, Gujarat, India",Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,2018,2016.0,Mumbai Angels Network,Undisclosed
199,ZAMROO,Energy,Seed,3000000.0,India,"India, Asia",Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,2018,2016.0,Mumbai Angels Network,Undisclosed
200,Silversparro Technologies Pvt. Ltd,Energy,Seed,300000.0,Gurgaon,"Gurgaon, Haryana, India",Silversparro is a deep learning technology solution provider.,2018,2016.0,Mumbai Angels Network,Undisclosed
201,Creator’s Gurukul,Energy,Angel,3000000.0,Gurgaon,"Gurgaon, Haryana, India",A coworking space provider.,2018,2016.0,Mumbai Angels Network,Undisclosed
202,Emflux Motors,Energy,Seed,364846.0,Bengaluru,"Bengaluru, Karnataka, India",Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,2018,2016.0,Mumbai Angels Network,Undisclosed
203,Tricog Health Services Pvt Ltd,Healthcare,Series A,4000000.0,Bangalore,"Bangalore, Karnataka, India",Predictive Healthcare Analytics Company,2018,2016.0,Ashish Rawat,Undisclosed
204,Scapic,Energy,Seed,500000.0,Bangalore,"Bangalore, Karnataka, India",Virtual/Augmented Reality Start Up .,2018,2016.0,Mumbai Angels Network,Undisclosed
205,6Degree,Retail,Seed,400000.0,Mumbai,"Mumbai, Maharashtra, India",A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,2018,2016.0,"Aditi Murarka Agrawal, Anurag Agrawal",Undisclosed
206,Chrysalis (EZ Vidya),Education,Seed,3000000.0,Chennai,"Chennai, Tamil Nadu, India",Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,2018,2016.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
207,Ekincare,Healthcare,Series A,1500000.0,Hyderabad,"Hyderabad, Andhra Pradesh, India",EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,2018,2016.0,Ashish Rawat,Undisclosed
208,Streo,Energy,Seed,3000000.0,Gurgaon,"Gurgaon, Haryana, India","Live stream music from nightclubs, bars & festivals!",2018,2016.0,Mumbai Angels Network,Undisclosed
209,Groww,Finance,Seed,120000.0,Kormangala,"Kormangala, Karnataka, India",Groww offers a new way of investing money.,2018,2016.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
210,Cell Propulsion,Energy,Seed,102543.0,Bangalore,"Bangalore, Karnataka, India",Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,2018,2016.0,Mumbai Angels Network,Undisclosed
211,Chezuba,Energy,Angel,20508.600000000002,Hyderabad,"Hyderabad, Andhra Pradesh, India",Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2018,2016.0,Mumbai Angels Network,Undisclosed
